event,tag,sport,sport_code,sport_url,discipline,start_date,end_date,venue,phase,gender,status,day_of_week,duration_hours,latitude,longitude,date_start,date_end,start_day,start_month,start_hour
Women's Kayak Four 500m,canoe-kayak-flatwater,Canoe Sprint,CSP,https://olympics.com/en/paris-2024/sports/canoe-kayak-flatwater,Canoe Sprint,2024-08-06 10:00:00+02:00,2024-08-06 10:17:00+02:00,Nautical St - Flat water,Women's Kayak Four 500m Heats,W,FINISHED,Tuesday,0.2833333333333333,,,,,6,8,10
Men's 3m Springboard,diving,Diving,DIV,https://olympics.com/en/paris-2024/sports/diving,Diving,2024-08-06 10:00:00+02:00,2024-08-06 12:09:00+02:00,Aquatics Centre,Men's 3m Springboard Preliminary,M,FINISHED,Tuesday,2.15,48.9279,2.3619,2024-07-27 09:00:00+00:00,2024-08-10 20:00:00+00:00,6,8,10
Women's Boulder & Lead,sport-climbing,Sport Climbing,CLB,https://olympics.com/en/paris-2024/sports/sport-climbing,Sport Climbing,2024-08-06 10:00:00+02:00,2024-08-06 12:17:00+02:00,Le Bourget Climbing Venue,Women's Boulder & Lead Semifinals,W,FINISHED,Tuesday,2.283333333333333,,,,,6,8,10
Women's 1500m,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-06 10:05:00+02:00,2024-08-06 10:34:00+02:00,Stade de France,Women's 1500m Round 1,W,FINISHED,Tuesday,0.4833333333333333,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,6,8,10
Men's Javelin Throw,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-06 10:20:00+02:00,2024-08-06 11:16:00+02:00,Stade de France,Men's Javelin Throw Qualification,M,FINISHED,Tuesday,0.9333333333333332,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,6,8,10
Men's Canoe Double 500m,canoe-kayak-flatwater,Canoe Sprint,CSP,https://olympics.com/en/paris-2024/sports/canoe-kayak-flatwater,Canoe Sprint,2024-08-06 10:30:00+02:00,2024-08-06 10:47:00+02:00,Nautical St - Flat water,Men's Canoe Double 500m Heats,M,FINISHED,Tuesday,0.2833333333333333,,,,,6,8,10
Women's Canoe Double 500m,canoe-kayak-flatwater,Canoe Sprint,CSP,https://olympics.com/en/paris-2024/sports/canoe-kayak-flatwater,Canoe Sprint,2024-08-06 11:00:00+02:00,2024-08-06 11:17:00+02:00,Nautical St - Flat water,Women's Canoe Double 500m Heats,W,FINISHED,Tuesday,0.2833333333333333,,,,,6,8,11
Men's Greco-Roman 77kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-06 11:14:00+02:00,2024-08-06 11:21:00+02:00,Champ-de-Mars Arena,MGR 77kg 1/8 Finals,M,FINISHED,Tuesday,0.1166666666666666,,,,,6,8,11
Women's Freestyle 50kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-06 11:14:00+02:00,2024-08-06 11:21:00+02:00,Champ-de-Mars Arena,WFS 50kg 1/8 Finals,W,FINISHED,Tuesday,0.1166666666666666,,,,,6,8,11
Men's Greco-Roman 97kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-06 11:14:00+02:00,2024-08-06 11:21:00+02:00,Champ-de-Mars Arena,MGR 97kg 1/8 Finals,M,FINISHED,Tuesday,0.1166666666666666,,,,,6,8,11
Women's Long Jump,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-06 11:15:00+02:00,2024-08-06 12:23:00+02:00,Stade de France,Women's Long Jump Qualification,W,FINISHED,Tuesday,1.1333333333333333,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,6,8,11
Men's Kayak Double 500m,canoe-kayak-flatwater,Canoe Sprint,CSP,https://olympics.com/en/paris-2024/sports/canoe-kayak-flatwater,Canoe Sprint,2024-08-06 11:30:00+02:00,2024-08-06 12:07:00+02:00,Nautical St - Flat water,Men's Kayak Double 500m Heats,M,FINISHED,Tuesday,0.6166666666666667,,,,,6,8,11
Women's Kayak Double 500m,canoe-kayak-flatwater,Canoe Sprint,CSP,https://olympics.com/en/paris-2024/sports/canoe-kayak-flatwater,Canoe Sprint,2024-08-06 12:10:00+02:00,2024-08-06 12:47:00+02:00,Nautical St - Flat water,Women's Kayak Double 500m Heats,W,FINISHED,Tuesday,0.6166666666666667,,,,,6,8,12
Men's Speed,sport-climbing,Sport Climbing,CLB,https://olympics.com/en/paris-2024/sports/sport-climbing,Sport Climbing,2024-08-06 13:00:00+02:00,2024-08-06 13:25:00+02:00,Le Bourget Climbing Venue,Men's Speed Qualification,M,FINISHED,Tuesday,0.4166666666666667,,,,,6,8,13
Women's Team Pursuit,cycling-track,Cycling Track,CTR,https://olympics.com/en/paris-2024/sports/cycling-track,Cycling Track,2024-08-06 17:30:00+02:00,2024-08-06 18:59:00+02:00,National Velodrome,"Women's Team Pursuit, Qualifying",W,FINISHED,Tuesday,1.4833333333333334,,,,,6,8,17
Marathon Race Walk Relay Mixed,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-07 07:30:00+02:00,2024-08-07 10:40:00+02:00,Trocadéro,Marathon Race Walk Relay Mixed,X,FINISHED,Wednesday,3.1666666666666665,48.862,2.2876,2024-08-01 05:30:00+00:00,2024-08-07 08:50:00+00:00,7,8,7
Men -58kg,taekwondo,Taekwondo,TKW,https://olympics.com/en/paris-2024/sports/taekwondo,Taekwondo,2024-08-07 09:00:00+02:00,2024-08-07 09:09:00+02:00,Grand Palais,Men -58kg Qualification Contest,M,FINISHED,Wednesday,0.15,48.8662,2.3124,2024-07-27 08:00:00+00:00,2024-08-10 21:00:00+00:00,7,8,9
Women's Individual Stroke Play,golf,Golf,GLF,https://olympics.com/en/paris-2024/sports/golf,Golf,2024-08-07 09:00:00+02:00,2024-08-07 18:00:00+02:00,Le Golf National,Women's Individual Stroke Play,W,FINISHED,Wednesday,9.0,,,,,7,8,9
Women -49kg,taekwondo,Taekwondo,TKW,https://olympics.com/en/paris-2024/sports/taekwondo,Taekwondo,2024-08-07 09:09:00+02:00,2024-08-07 09:21:00+02:00,Grand Palais,Women -49kg Qualification Contest,W,FINISHED,Wednesday,0.2,48.8662,2.3124,2024-07-27 08:00:00+00:00,2024-08-10 21:00:00+00:00,7,8,9
Women's Kayak Single 500m,canoe-kayak-flatwater,Canoe Sprint,CSP,https://olympics.com/en/paris-2024/sports/canoe-kayak-flatwater,Canoe Sprint,2024-08-07 09:30:00+02:00,2024-08-07 10:27:00+02:00,Nautical St - Flat water,Women's Kayak Single 500m Heats,W,FINISHED,Wednesday,0.95,,,,,7,8,9
Men's High Jump,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-07 10:05:00+02:00,2024-08-07 12:15:00+02:00,Stade de France,Men's High Jump Qualification,M,FINISHED,Wednesday,2.1666666666666665,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,7,8,10
Women's 100m Hurdles,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-07 10:15:00+02:00,2024-08-07 10:48:00+02:00,Stade de France,Women's 100m Hurdles Round 1,W,FINISHED,Wednesday,0.55,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,7,8,10
Women's Javelin Throw,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-07 10:25:00+02:00,2024-08-07 11:21:00+02:00,Stade de France,Women's Javelin Throw Qualification,W,FINISHED,Wednesday,0.9333333333333332,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,7,8,10
Men's Kayak Single 1000m,canoe-kayak-flatwater,Canoe Sprint,CSP,https://olympics.com/en/paris-2024/sports/canoe-kayak-flatwater,Canoe Sprint,2024-08-07 10:40:00+02:00,2024-08-07 11:27:00+02:00,Nautical St - Flat water,Men's Kayak Single 1000m Heats,M,FINISHED,Wednesday,0.7833333333333333,,,,,7,8,10
Women's Freestyle 53kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-07 11:07:00+02:00,2024-08-07 11:14:00+02:00,Champ-de-Mars Arena,WFS 53kg 1/8 Finals,W,FINISHED,Wednesday,0.1166666666666666,,,,,7,8,11
Men's 5000m,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-07 11:10:00+02:00,2024-08-07 11:45:00+02:00,Stade de France,Men's 5000m Round 1,M,FINISHED,Wednesday,0.5833333333333334,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,7,8,11
Men's Greco-Roman 87kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-07 11:14:00+02:00,2024-08-07 11:21:00+02:00,Champ-de-Mars Arena,MGR 87kg 1/8 Finals,M,FINISHED,Wednesday,0.1166666666666666,,,,,7,8,11
Men's Greco-Roman 67kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-07 11:14:00+02:00,2024-08-07 11:21:00+02:00,Champ-de-Mars Arena,MGR 67kg 1/8 Finals,M,FINISHED,Wednesday,0.1166666666666666,,,,,7,8,11
Men's Canoe Single 1000m,canoe-kayak-flatwater,Canoe Sprint,CSP,https://olympics.com/en/paris-2024/sports/canoe-kayak-flatwater,Canoe Sprint,2024-08-07 11:40:00+02:00,2024-08-07 12:27:00+02:00,Nautical St - Flat water,Men's Canoe Single 1000m Heats,M,FINISHED,Wednesday,0.7833333333333333,,,,,7,8,11
Men's 800m,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-07 11:55:00+02:00,2024-08-07 12:37:00+02:00,Stade de France,Men's 800m Round 1,M,FINISHED,Wednesday,0.7,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,7,8,11
Men's Sprint,cycling-track,Cycling Track,CTR,https://olympics.com/en/paris-2024/sports/cycling-track,Cycling Track,2024-08-07 12:45:00+02:00,2024-08-07 13:26:00+02:00,National Velodrome,"Men's Sprint, Qualifying",M,FINISHED,Wednesday,0.6833333333333333,,,,,7,8,12
Women's Keirin,cycling-track,Cycling Track,CTR,https://olympics.com/en/paris-2024/sports/cycling-track,Cycling Track,2024-08-07 13:26:00+02:00,2024-08-07 13:52:00+02:00,National Velodrome,"Women's Keirin, First Round",W,FINISHED,Wednesday,0.4333333333333333,,,,,7,8,13
Men's 61kg,weightlifting,Weightlifting,WLF,https://olympics.com/en/paris-2024/sports/weightlifting,Weightlifting,2024-08-07 15:00:00+02:00,2024-08-07 17:30:00+02:00,South Paris Arena 6,Men's 61kg,M,FINISHED,Wednesday,2.5,,,,,7,8,15
Women's 3m Springboard,diving,Diving,DIV,https://olympics.com/en/paris-2024/sports/diving,Diving,2024-08-07 15:00:00+02:00,2024-08-07 16:57:00+02:00,Aquatics Centre,Women's 3m Springboard Preliminary,W,FINISHED,Wednesday,1.95,48.9279,2.3619,2024-07-27 09:00:00+00:00,2024-08-10 20:00:00+00:00,7,8,15
Men's Triple Jump,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-07 19:15:00+02:00,2024-08-07 20:19:00+02:00,Stade de France,Men's Triple Jump Qualification,M,FINISHED,Wednesday,1.0666666666666669,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,7,8,19
Women's 49kg,weightlifting,Weightlifting,WLF,https://olympics.com/en/paris-2024/sports/weightlifting,Weightlifting,2024-08-07 19:30:00+02:00,2024-08-07 22:00:00+02:00,South Paris Arena 6,Women's 49kg,W,FINISHED,Wednesday,2.5,,,,,7,8,19
Women's 10km,marathon-swimming,Marathon Swimming,OWS,https://olympics.com/en/paris-2024/sports/marathon-swimming,Marathon Swimming,2024-08-08 07:30:00+02:00,2024-08-08 09:50:00+02:00,Pont Alexandre III,Women's 10km,W,FINISHED,Thursday,2.333333333333333,48.8638,2.3135,2024-07-30 06:00:00+00:00,2024-08-09 08:30:00+00:00,8,8,7
Men -68kg,taekwondo,Taekwondo,TKW,https://olympics.com/en/paris-2024/sports/taekwondo,Taekwondo,2024-08-08 09:00:00+02:00,2024-08-08 09:09:00+02:00,Grand Palais,Men -68kg Qualification Contest,M,FINISHED,Thursday,0.15,48.8662,2.3124,2024-07-27 08:00:00+00:00,2024-08-10 21:00:00+00:00,8,8,9
Women -57kg,taekwondo,Taekwondo,TKW,https://olympics.com/en/paris-2024/sports/taekwondo,Taekwondo,2024-08-08 09:09:00+02:00,2024-08-08 09:21:00+02:00,Grand Palais,Women -57kg Round of 16,W,FINISHED,Thursday,0.2,48.8662,2.3124,2024-07-27 08:00:00+00:00,2024-08-10 21:00:00+00:00,8,8,9
Individual All-Around,rhythmic-gymnastics,Rhythmic Gymnastics,GRY,https://olympics.com/en/paris-2024/sports/rhythmic-gymnastics,Rhythmic Gymnastics,2024-08-08 10:00:00+02:00,2024-08-08 13:00:00+02:00,La Chapelle Arena,Individual All-Around Qualification,W,FINISHED,Thursday,3.0,,,,,8,8,10
Women's Heptathlon,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-08 10:05:00+02:00,2024-08-08 10:22:00+02:00,Stade de France,Women's Heptathlon 100m Hurdles,W,FINISHED,Thursday,0.2833333333333333,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,8,8,10
Women's Shot Put,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-08 10:25:00+02:00,2024-08-08 11:21:00+02:00,Stade de France,Women's Shot Put Qualification,W,FINISHED,Thursday,0.9333333333333332,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,8,8,10
Women's Canoe Single 200m,canoe-kayak-flatwater,Canoe Sprint,CSP,https://olympics.com/en/paris-2024/sports/canoe-kayak-flatwater,Canoe Sprint,2024-08-08 10:30:00+02:00,2024-08-08 11:17:00+02:00,Nautical St - Flat water,Women's Canoe Single 200m Heats,W,FINISHED,Thursday,0.7833333333333333,,,,,8,8,10
Women's 4 x 100m Relay,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-08 11:10:00+02:00,2024-08-08 11:20:00+02:00,Stade de France,Women's 4 x 100m Relay Round 1,W,FINISHED,Thursday,0.1666666666666666,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,8,8,11
Women's Freestyle 57kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-08 11:14:00+02:00,2024-08-08 11:21:00+02:00,Champ-de-Mars Arena,WFS 57kg 1/8 Finals,W,FINISHED,Thursday,0.1166666666666666,,,,,8,8,11
Men's Freestyle 86kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-08 11:14:00+02:00,2024-08-08 11:21:00+02:00,Champ-de-Mars Arena,MFS 86kg 1/8 Finals,M,FINISHED,Thursday,0.1166666666666666,,,,,8,8,11
Men's Freestyle 57kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-08 11:14:00+02:00,2024-08-08 11:21:00+02:00,Champ-de-Mars Arena,MFS 57kg 1/8 Finals,M,FINISHED,Thursday,0.1166666666666666,,,,,8,8,11
Men's 4 x 100m Relay,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-08 11:35:00+02:00,2024-08-08 11:45:00+02:00,Stade de France,Men's 4 x 100m Relay Round 1,M,FINISHED,Thursday,0.1666666666666666,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,8,8,11
Women's 59kg,weightlifting,Weightlifting,WLF,https://olympics.com/en/paris-2024/sports/weightlifting,Weightlifting,2024-08-08 15:00:00+02:00,2024-08-08 17:30:00+02:00,South Paris Arena 6,Women's 59kg,W,FINISHED,Thursday,2.5,,,,,8,8,15
Men's Omnium,cycling-track,Cycling Track,CTR,https://olympics.com/en/paris-2024/sports/cycling-track,Cycling Track,2024-08-08 17:00:00+02:00,2024-08-08 17:18:00+02:00,National Velodrome,"Men's Omnium, Scratch Race 1/4",M,FINISHED,Thursday,0.3,,,,,8,8,17
Men's 73kg,weightlifting,Weightlifting,WLF,https://olympics.com/en/paris-2024/sports/weightlifting,Weightlifting,2024-08-08 19:30:00+02:00,2024-08-08 22:00:00+02:00,South Paris Arena 6,Men's 73kg,M,FINISHED,Thursday,2.5,,,,,8,8,19
Men's 10km,marathon-swimming,Marathon Swimming,OWS,https://olympics.com/en/paris-2024/sports/marathon-swimming,Marathon Swimming,2024-08-09 07:30:00+02:00,2024-08-09 09:50:00+02:00,Pont Alexandre III,Men's 10km,M,FINISHED,Friday,2.333333333333333,48.8638,2.3135,2024-07-30 06:00:00+00:00,2024-08-09 08:30:00+00:00,9,8,7
Men -80kg,taekwondo,Taekwondo,TKW,https://olympics.com/en/paris-2024/sports/taekwondo,Taekwondo,2024-08-09 09:00:00+02:00,2024-08-09 09:09:00+02:00,Grand Palais,Men -80kg Qualification Contest,M,FINISHED,Friday,0.15,48.8662,2.3124,2024-07-27 08:00:00+00:00,2024-08-10 21:00:00+00:00,9,8,9
Women -67kg,taekwondo,Taekwondo,TKW,https://olympics.com/en/paris-2024/sports/taekwondo,Taekwondo,2024-08-09 09:09:00+02:00,2024-08-09 09:21:00+02:00,Grand Palais,Women -67kg Round of 16,W,FINISHED,Friday,0.2,48.8662,2.3124,2024-07-27 08:00:00+00:00,2024-08-10 21:00:00+00:00,9,8,9
Group All-Around,rhythmic-gymnastics,Rhythmic Gymnastics,GRY,https://olympics.com/en/paris-2024/sports/rhythmic-gymnastics,Rhythmic Gymnastics,2024-08-09 10:00:00+02:00,2024-08-09 11:16:00+02:00,La Chapelle Arena,Group All-Around Qualification,W,FINISHED,Friday,1.2666666666666666,,,,,9,8,10
Men's 10m Platform,diving,Diving,DIV,https://olympics.com/en/paris-2024/sports/diving,Diving,2024-08-09 10:00:00+02:00,2024-08-09 12:39:00+02:00,Aquatics Centre,Men's 10m Platform Preliminary,M,FINISHED,Friday,2.65,48.9279,2.3619,2024-07-27 09:00:00+00:00,2024-08-10 20:00:00+00:00,9,8,10
Women's 4 x 400m Relay,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-09 10:40:00+02:00,2024-08-09 10:56:00+02:00,Stade de France,Women's 4 x 400m Relay Round 1,W,FINISHED,Friday,0.2666666666666666,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,9,8,10
Men's 4 x 400m Relay,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-09 11:05:00+02:00,2024-08-09 11:21:00+02:00,Stade de France,Men's 4 x 400m Relay Round 1,M,FINISHED,Friday,0.2666666666666666,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,9,8,11
Men's Freestyle 74kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-09 11:07:00+02:00,2024-08-09 11:14:00+02:00,Champ-de-Mars Arena,MFS 74kg Qualifications,M,FINISHED,Friday,0.1166666666666666,,,,,9,8,11
Women's Freestyle 62kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-09 11:14:00+02:00,2024-08-09 11:21:00+02:00,Champ-de-Mars Arena,WFS 62kg 1/8 Finals,W,FINISHED,Friday,0.1166666666666666,,,,,9,8,11
Men's Freestyle 125kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-09 11:14:00+02:00,2024-08-09 11:21:00+02:00,Champ-de-Mars Arena,MFS 125kg 1/8 Finals,M,FINISHED,Friday,0.1166666666666666,,,,,9,8,11
Women's Sprint,cycling-track,Cycling Track,CTR,https://olympics.com/en/paris-2024/sports/cycling-track,Cycling Track,2024-08-09 14:00:00+02:00,2024-08-09 14:41:00+02:00,National Velodrome,"Women's Sprint, Qualifying",W,FINISHED,Friday,0.6833333333333333,,,,,9,8,14
Men's 89kg,weightlifting,Weightlifting,WLF,https://olympics.com/en/paris-2024/sports/weightlifting,Weightlifting,2024-08-09 15:00:00+02:00,2024-08-09 17:30:00+02:00,South Paris Arena 6,Men's 89kg,M,FINISHED,Friday,2.5,,,,,9,8,15
B-Girls,breaking,Breaking,BKG,https://olympics.com/en/paris-2024/sports/breaking,Breaking,2024-08-09 16:00:00+02:00,2024-08-09 16:07:45+02:00,La Concorde 1,B-Girls Pre-Qualifier,W,FINISHED,Friday,0.1291666666666666,,,,,9,8,16
Women's Madison,cycling-track,Cycling Track,CTR,https://olympics.com/en/paris-2024/sports/cycling-track,Cycling Track,2024-08-09 18:09:00+02:00,2024-08-09 19:02:00+02:00,National Velodrome,"Women's Madison, Final",W,FINISHED,Friday,0.8833333333333333,,,,,9,8,18
Women's 71kg,weightlifting,Weightlifting,WLF,https://olympics.com/en/paris-2024/sports/weightlifting,Weightlifting,2024-08-09 19:30:00+02:00,2024-08-09 22:00:00+02:00,South Paris Arena 6,Women's 71kg,W,FINISHED,Friday,2.5,,,,,9,8,19
Duet,artistic-swimming,Artistic Swimming,SWA,https://olympics.com/en/paris-2024/sports/artistic-swimming,Artistic Swimming,2024-08-09 19:30:00+02:00,2024-08-09 21:13:00+02:00,Aquatics Centre,Duet Final,W,FINISHED,Friday,1.7166666666666666,48.9279,2.3619,2024-07-27 09:00:00+00:00,2024-08-10 20:00:00+00:00,9,8,19
"Women's 10,000m",athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-09 20:57:00+02:00,2024-08-09 21:31:00+02:00,Stade de France,"Women's 10,000m Final",W,FINISHED,Friday,0.5666666666666667,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,9,8,20
Men's Marathon,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-10 08:00:00+02:00,2024-08-10 10:45:00+02:00,Invalides,Men's Marathon Final,M,FINISHED,Saturday,2.75,48.8566,2.3122,2024-07-25 07:30:00+00:00,2024-08-04 13:20:00+00:00,10,8,8
Men +80kg,taekwondo,Taekwondo,TKW,https://olympics.com/en/paris-2024/sports/taekwondo,Taekwondo,2024-08-10 09:00:00+02:00,2024-08-10 09:09:00+02:00,Grand Palais,Men +80kg Qualification Contest,M,FINISHED,Saturday,0.15,48.8662,2.3124,2024-07-27 08:00:00+00:00,2024-08-10 21:00:00+00:00,10,8,9
Women +67kg,taekwondo,Taekwondo,TKW,https://olympics.com/en/paris-2024/sports/taekwondo,Taekwondo,2024-08-10 09:09:00+02:00,2024-08-10 09:21:00+02:00,Grand Palais,Women +67kg Round of 16,W,FINISHED,Saturday,0.2,48.8662,2.3124,2024-07-27 08:00:00+00:00,2024-08-10 21:00:00+00:00,10,8,9
Men's Freestyle 65kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-10 11:14:00+02:00,2024-08-10 11:21:00+02:00,Champ-de-Mars Arena,MFS 65kg 1/8 Finals,M,FINISHED,Saturday,0.1166666666666666,,,,,10,8,11
Women's Freestyle 76kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-10 11:14:00+02:00,2024-08-10 11:21:00+02:00,Champ-de-Mars Arena,WFS 76kg 1/8 Finals,W,FINISHED,Saturday,0.1166666666666666,,,,,10,8,11
Men's Freestyle 97kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-10 11:14:00+02:00,2024-08-10 11:21:00+02:00,Champ-de-Mars Arena,MFS 97kg 1/8 Finals,M,FINISHED,Saturday,0.1166666666666666,,,,,10,8,11
Men's 102kg,weightlifting,Weightlifting,WLF,https://olympics.com/en/paris-2024/sports/weightlifting,Weightlifting,2024-08-10 11:30:00+02:00,2024-08-10 14:00:00+02:00,South Paris Arena 6,Men's 102kg,M,FINISHED,Saturday,2.5,,,,,10,8,11
Women's 81kg,weightlifting,Weightlifting,WLF,https://olympics.com/en/paris-2024/sports/weightlifting,Weightlifting,2024-08-10 16:00:00+02:00,2024-08-10 18:30:00+02:00,South Paris Arena 6,Women's 81kg,W,FINISHED,Saturday,2.5,,,,,10,8,16
B-Boys,breaking,Breaking,BKG,https://olympics.com/en/paris-2024/sports/breaking,Breaking,2024-08-10 16:00:00+02:00,2024-08-10 16:05:50+02:00,La Concorde 1,B-Boys Round Robin - Group A,M,FINISHED,Saturday,0.0972222222222222,,,,,10,8,16
Men's Keirin,cycling-track,Cycling Track,CTR,https://olympics.com/en/paris-2024/sports/cycling-track,Cycling Track,2024-08-10 17:19:00+02:00,2024-08-10 17:50:00+02:00,National Velodrome,"Men's Keirin, First Round",M,FINISHED,Saturday,0.5166666666666667,,,,,10,8,17
Men's Madison,cycling-track,Cycling Track,CTR,https://olympics.com/en/paris-2024/sports/cycling-track,Cycling Track,2024-08-10 17:59:00+02:00,2024-08-10 19:07:00+02:00,National Velodrome,"Men's Madison, Final",M,FINISHED,Saturday,1.1333333333333333,,,,,10,8,17
Men's +102kg,weightlifting,Weightlifting,WLF,https://olympics.com/en/paris-2024/sports/weightlifting,Weightlifting,2024-08-10 20:30:00+02:00,2024-08-10 23:00:00+02:00,South Paris Arena 6,Men's +102kg,M,FINISHED,Saturday,2.5,,,,,10,8,20
Women's Marathon,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-11 08:00:00+02:00,2024-08-11 11:15:00+02:00,Invalides,Women's Marathon Final,W,FINISHED,Sunday,3.25,48.8566,2.3122,2024-07-25 07:30:00+00:00,2024-08-04 13:20:00+00:00,11,8,8
Women's Omnium,cycling-track,Cycling Track,CTR,https://olympics.com/en/paris-2024/sports/cycling-track,Cycling Track,2024-08-11 11:00:00+02:00,2024-08-11 11:22:00+02:00,National Velodrome,"Women's Omnium, Scratch Race 1/4",W,FINISHED,Sunday,0.3666666666666666,,,,,11,8,11
Women's +81kg,weightlifting,Weightlifting,WLF,https://olympics.com/en/paris-2024/sports/weightlifting,Weightlifting,2024-08-11 11:30:00+02:00,2024-08-11 14:00:00+02:00,South Paris Arena 6,Women's +81kg,W,FINISHED,Sunday,2.5,,,,,11,8,11
