event,tag,sport,sport_code,sport_url,discipline,start_date,end_date,venue,phase,gender,status,day_of_week,duration_hours,latitude,longitude,date_start,date_end,start_day,start_month,start_hour
Women's Dinghy,sailing,Sailing,SAL,https://olympics.com/en/paris-2024/sports/sailing,Sailing,2024-08-01 15:35:00+02:00,2024-08-01 16:26:00+02:00,Marseille Marina,Women's Dinghy Opening Series,W,FINISHED,Thursday,0.85,48.8566,2.3522,2024-07-28 09:00:00+00:00,2024-08-08 17:00:00+00:00,1,8,15
Women's All-Around,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics,Artistic Gymnastics,2024-08-01 18:15:00+02:00,2024-08-01 20:10:09+02:00,Bercy Arena,Women's All-Around Final,W,FINISHED,Thursday,1.919166666666667,48.8394,2.3791,2024-07-27 09:00:00+00:00,2024-08-11 16:00:00+00:00,1,8,18
Mixed Team,judo,Judo,JUD,https://olympics.com/en/paris-2024/sports/judo,Archery,2024-08-02 09:30:00+02:00,2024-08-02 09:49:00+02:00,Invalides,Mixed Team 1/8 Elimination Round,X,FINISHED,Friday,0.3166666666666666,48.8566,2.3122,2024-07-25 07:30:00+00:00,2024-08-04 13:20:00+00:00,2,8,9
Mixed Team,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery,Archery,2024-08-02 09:30:00+02:00,2024-08-02 09:49:00+02:00,Invalides,Mixed Team 1/8 Elimination Round,X,FINISHED,Friday,0.3166666666666666,48.8566,2.3122,2024-07-25 07:30:00+00:00,2024-08-04 13:20:00+00:00,2,8,9
Women +78 kg,judo,Judo,JUD,https://olympics.com/en/paris-2024/sports/judo,Judo,2024-08-02 10:00:00+02:00,2024-08-02 10:06:00+02:00,Champ-de-Mars Arena,Women +78 kg Elimination Round of 32,W,FINISHED,Friday,0.1,,,,,2,8,10
Men +100 kg,judo,Judo,JUD,https://olympics.com/en/paris-2024/sports/judo,Judo,2024-08-02 10:00:00+02:00,2024-08-02 10:06:00+02:00,Champ-de-Mars Arena,Men +100 kg Elimination Round of 32,M,FINISHED,Friday,0.1,,,,,2,8,10
Men's Decathlon,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-02 10:05:00+02:00,2024-08-02 10:22:00+02:00,Stade de France,Men's Decathlon 100m,M,FINISHED,Friday,0.2833333333333333,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,2,8,10
Men's Hammer Throw,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-02 10:10:00+02:00,2024-08-02 11:06:00+02:00,Stade de France,Men's Hammer Throw Qualification,M,FINISHED,Friday,0.9333333333333332,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,2,8,10
Women's High Jump,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-02 10:15:00+02:00,2024-08-02 12:25:00+02:00,Stade de France,Women's High Jump Qualification,W,FINISHED,Friday,2.1666666666666665,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,2,8,10
Women's 100m,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-02 10:35:00+02:00,2024-08-02 10:57:00+02:00,Stade de France,Women's 100m Preliminary Round,W,FINISHED,Friday,0.3666666666666666,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,2,8,10
Men's 100m Butterfly,swimming,Swimming,SWM,https://olympics.com/en/paris-2024/sports/swimming,Swimming,2024-08-02 11:00:00+02:00,2024-08-02 11:15:00+02:00,Paris La Defense Arena,Men's 100m Butterfly - Heats,M,FINISHED,Friday,0.25,48.8566,2.3522,2024-07-27 09:00:00+00:00,2024-08-11 13:50:00+00:00,2,8,11
Men's Synchronised 3m Springboard,diving,Diving,DIV,https://olympics.com/en/paris-2024/sports/diving,Diving,2024-08-02 11:00:00+02:00,2024-08-02 11:55:00+02:00,Aquatics Centre,Men's Synchronised 3m Springboard,M,FINISHED,Friday,0.9166666666666666,48.9279,2.3619,2024-07-27 09:00:00+00:00,2024-08-10 20:00:00+00:00,2,8,11
Men's 1500m,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-02 11:10:00+02:00,2024-08-02 11:36:00+02:00,Stade de France,Men's 1500m Round 1,M,FINISHED,Friday,0.4333333333333333,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,2,8,11
Women's 200m Individual Medley,swimming,Swimming,SWM,https://olympics.com/en/paris-2024/sports/swimming,Swimming,2024-08-02 11:17:00+02:00,2024-08-02 11:39:00+02:00,Paris La Defense Arena,Women's 200m Individual Medley - Heats,W,FINISHED,Friday,0.3666666666666666,48.8566,2.3522,2024-07-27 09:00:00+00:00,2024-08-11 13:50:00+00:00,2,8,11
Women's 800m Freestyle,swimming,Swimming,SWM,https://olympics.com/en/paris-2024/sports/swimming,Swimming,2024-08-02 11:40:00+02:00,2024-08-02 12:03:00+02:00,Paris La Defense Arena,Women's 800m Freestyle - Heats,W,FINISHED,Friday,0.3833333333333333,48.8566,2.3522,2024-07-27 09:00:00+00:00,2024-08-11 13:50:00+00:00,2,8,11
Mixed 4 x 100m Medley Relay,swimming,Swimming,SWM,https://olympics.com/en/paris-2024/sports/swimming,Swimming,2024-08-02 12:03:00+02:00,2024-08-02 12:15:00+02:00,Paris La Defense Arena,Mixed 4 x 100m Medley Relay - Heats,X,FINISHED,Friday,0.2,48.8566,2.3522,2024-07-27 09:00:00+00:00,2024-08-11 13:50:00+00:00,2,8,12
Mixed Dinghy,sailing,Sailing,SAL,https://olympics.com/en/paris-2024/sports/sailing,Sailing,2024-08-02 12:05:00+02:00,2024-08-02 12:55:00+02:00,Marseille Marina,Mixed Dinghy Opening Series,X,FINISHED,Friday,0.8333333333333334,48.8566,2.3522,2024-07-28 09:00:00+00:00,2024-08-08 17:00:00+00:00,2,8,12
Men's Épée Team,fencing,Fencing,FEN,https://olympics.com/en/paris-2024/sports/fencing,Fencing,2024-08-02 13:30:00+02:00,2024-08-02 14:20:00+02:00,Grand Palais,Men's Épée Team Table of 8,M,FINISHED,Friday,0.8333333333333334,48.8662,2.3124,2024-07-27 08:00:00+00:00,2024-08-10 21:00:00+00:00,2,8,13
Skeet Women,shooting,Shooting,SHO,https://olympics.com/en/paris-2024/sports/shooting,Shooting,2024-08-02 14:15:00+02:00,2024-08-02 17:30:00+02:00,Chateauroux Shooting Ctr,Skeet Women's Training,W,FINISHED,Friday,3.25,,,,,2,8,14
Men's Kayak Cross,canoe-kayak-slalom,Canoe Slalom,CSL,https://olympics.com/en/paris-2024/sports/canoe-kayak-slalom,Canoe Slalom,2024-08-02 15:30:00+02:00,2024-08-02 16:27:00+02:00,Nautical St - White water,Men's Kayak Cross Time Trial,M,FINISHED,Friday,0.95,,,,,2,8,15
Women's Kayak Cross,canoe-kayak-slalom,Canoe Slalom,CSL,https://olympics.com/en/paris-2024/sports/canoe-kayak-slalom,Canoe Slalom,2024-08-02 16:40:00+02:00,2024-08-02 17:37:00+02:00,Nautical St - White water,Women's Kayak Cross Time Trial,W,FINISHED,Friday,0.95,,,,,2,8,16
Women's 5000m,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-02 18:10:00+02:00,2024-08-02 18:54:00+02:00,Stade de France,Women's 5000m Round 1,W,FINISHED,Friday,0.7333333333333333,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,2,8,18
Women's Triple Jump,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-02 18:15:00+02:00,2024-08-02 19:19:00+02:00,Stade de France,Women's Triple Jump Qualification,W,FINISHED,Friday,1.0666666666666669,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,2,8,18
Women's Discus Throw,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-02 18:55:00+02:00,2024-08-02 19:47:00+02:00,Stade de France,Women's Discus Throw Qualification,W,FINISHED,Friday,0.8666666666666667,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,2,8,18
4 x 400m Relay Mixed,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-02 19:10:00+02:00,2024-08-02 19:26:00+02:00,Stade de France,4 x 400m Relay Mixed Round 1,X,FINISHED,Friday,0.2666666666666666,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,2,8,19
Women's 800m,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-02 19:45:00+02:00,2024-08-02 20:27:00+02:00,Stade de France,Women's 800m Round 1,W,FINISHED,Friday,0.7,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,2,8,19
Men's Shot Put,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-02 20:10:00+02:00,2024-08-02 20:58:00+02:00,Stade de France,Men's Shot Put Qualification,M,FINISHED,Friday,0.8,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,2,8,20
"Men's 10,000m",athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-02 21:20:00+02:00,2024-08-02 21:50:00+02:00,Stade de France,"Men's 10,000m Final",M,FINISHED,Friday,0.5,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,2,8,21
Men's Pole Vault,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-03 10:10:00+02:00,2024-08-03 12:30:00+02:00,Stade de France,Men's Pole Vault Qualification,M,FINISHED,Saturday,2.333333333333333,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,3,8,10
Men's 100m,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-03 10:35:00+02:00,2024-08-03 11:00:00+02:00,Stade de France,Men's 100m Preliminary Round,M,FINISHED,Saturday,0.4166666666666667,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,3,8,10
Women's 50m Freestyle,swimming,Swimming,SWM,https://olympics.com/en/paris-2024/sports/swimming,Swimming,2024-08-03 11:00:00+02:00,2024-08-03 11:27:00+02:00,Paris La Defense Arena,Women's 50m Freestyle - Heats,W,FINISHED,Saturday,0.45,48.8566,2.3522,2024-07-27 09:00:00+00:00,2024-08-11 13:50:00+00:00,3,8,11
25m Rapid Fire Pistol Men,shooting,Shooting,SHO,https://olympics.com/en/paris-2024/sports/shooting,Shooting,2024-08-03 11:00:00+02:00,2024-08-03 16:00:00+02:00,Chateauroux Shooting Ctr,25m Rapid Fire Pistol Men's Training,M,FINISHED,Saturday,5.0,,,,,3,8,11
Men's Road Race,cycling-road,Cycling Road,CRD,https://olympics.com/en/paris-2024/sports/cycling-road,Cycling Road,2024-08-03 11:00:00+02:00,2024-08-03 17:50:00+02:00,Trocadéro,Men's Road Race,M,FINISHED,Saturday,6.833333333333333,48.862,2.2876,2024-08-01 05:30:00+00:00,2024-08-07 08:50:00+00:00,3,8,11
Men's 1500m Freestyle,swimming,Swimming,SWM,https://olympics.com/en/paris-2024/sports/swimming,Swimming,2024-08-03 11:30:00+02:00,2024-08-03 12:39:00+02:00,Paris La Defense Arena,Men's 1500m Freestyle - Heats,M,FINISHED,Saturday,1.15,48.8566,2.3522,2024-07-27 09:00:00+00:00,2024-08-11 13:50:00+00:00,3,8,11
Men's 4 x 100m Medley Relay,swimming,Swimming,SWM,https://olympics.com/en/paris-2024/sports/swimming,Swimming,2024-08-03 12:40:00+02:00,2024-08-03 12:52:00+02:00,Paris La Defense Arena,Men's 4 x 100m Medley Relay - Heats,M,FINISHED,Saturday,0.2,48.8566,2.3522,2024-07-27 09:00:00+00:00,2024-08-11 13:50:00+00:00,3,8,12
Women's 4 x 100m Medley Relay,swimming,Swimming,SWM,https://olympics.com/en/paris-2024/sports/swimming,Swimming,2024-08-03 12:52:00+02:00,2024-08-03 13:05:00+02:00,Paris La Defense Arena,Women's 4 x 100m Medley Relay - Heats,W,FINISHED,Saturday,0.2166666666666666,48.8566,2.3522,2024-07-27 09:00:00+00:00,2024-08-11 13:50:00+00:00,3,8,12
Women's Sabre Team,fencing,Fencing,FEN,https://olympics.com/en/paris-2024/sports/fencing,Fencing,2024-08-03 13:00:00+02:00,2024-08-03 13:50:00+02:00,Grand Palais,Women's Sabre Team Table of 8,W,FINISHED,Saturday,0.8333333333333334,48.8662,2.3124,2024-07-27 08:00:00+00:00,2024-08-10 21:00:00+00:00,3,8,13
Mixed Multihull,sailing,Sailing,SAL,https://olympics.com/en/paris-2024/sports/sailing,Sailing,2024-08-03 13:05:00+02:00,2024-08-03 13:40:00+02:00,Marseille Marina,Mixed Multihull Opening Series,X,FINISHED,Saturday,0.5833333333333334,48.8566,2.3522,2024-07-28 09:00:00+00:00,2024-08-08 17:00:00+00:00,3,8,13
Men's Floor Exercise,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics,Artistic Gymnastics,2024-08-03 15:30:00+02:00,2024-08-03 16:05:00+02:00,Bercy Arena,Men's Floor Exercise Final,M,FINISHED,Saturday,0.5833333333333334,48.8394,2.3791,2024-07-27 09:00:00+00:00,2024-08-11 16:00:00+00:00,3,8,15
Women's Vault,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics,Artistic Gymnastics,2024-08-03 16:20:00+02:00,2024-08-03 17:02:00+02:00,Bercy Arena,Women's Vault Final,W,FINISHED,Saturday,0.7,48.8394,2.3791,2024-07-27 09:00:00+00:00,2024-08-11 16:00:00+00:00,3,8,16
Men's Pommel Horse,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics,Artistic Gymnastics,2024-08-03 17:16:00+02:00,2024-08-03 17:52:00+02:00,Bercy Arena,Men's Pommel Horse Final,M,FINISHED,Saturday,0.6,48.8394,2.3791,2024-07-27 09:00:00+00:00,2024-08-11 16:00:00+00:00,3,8,17
Skeet Mixed Team,shooting,Shooting,SHO,https://olympics.com/en/paris-2024/sports/shooting,Shooting,2024-08-04 09:00:00+02:00,2024-08-04 10:00:00+02:00,Chateauroux Shooting Ctr,Skeet Mixed Team Training,X,FINISHED,Sunday,1.0,,,,,4,8,9
Women's 3000m Steeplechase,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-04 10:05:00+02:00,2024-08-04 10:45:00+02:00,Stade de France,Women's 3000m Steeplechase Round 1,W,FINISHED,Sunday,0.6666666666666666,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,4,8,10
Women's Hammer Throw,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-04 10:20:00+02:00,2024-08-04 11:16:00+02:00,Stade de France,Women's Hammer Throw Qualification,W,FINISHED,Sunday,0.9333333333333332,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,4,8,10
Women's 200m,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-04 10:55:00+02:00,2024-08-04 11:36:00+02:00,Stade de France,Women's 200m Round 1,W,FINISHED,Sunday,0.6833333333333333,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,4,8,10
Men's Long Jump,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-04 11:00:00+02:00,2024-08-04 11:56:00+02:00,Stade de France,Men's Long Jump Qualification,M,FINISHED,Sunday,0.9333333333333332,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,4,8,11
Men's Foil Team,fencing,Fencing,FEN,https://olympics.com/en/paris-2024/sports/fencing,Fencing,2024-08-04 11:50:00+02:00,2024-08-04 13:00:00+02:00,Grand Palais,Men's Foil Team Table of 8,M,FINISHED,Sunday,1.1666666666666667,48.8662,2.3124,2024-07-27 08:00:00+00:00,2024-08-10 21:00:00+00:00,4,8,11
Men's 110m Hurdles,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-04 11:50:00+02:00,2024-08-04 12:23:00+02:00,Stade de France,Men's 110m Hurdles Round 1,M,FINISHED,Sunday,0.55,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,4,8,11
Men's Kite,sailing,Sailing,SAL,https://olympics.com/en/paris-2024/sports/sailing,Sailing,2024-08-04 12:13:00+02:00,2024-08-04 12:30:00+02:00,Marseille Marina,Men's Kite Opening Series,M,FINISHED,Sunday,0.2833333333333333,48.8566,2.3522,2024-07-28 09:00:00+00:00,2024-08-08 17:00:00+00:00,4,8,12
Women's Kite,sailing,Sailing,SAL,https://olympics.com/en/paris-2024/sports/sailing,Sailing,2024-08-04 12:33:00+02:00,2024-08-04 12:50:00+02:00,Marseille Marina,Women's Kite Opening Series,W,FINISHED,Sunday,0.2833333333333333,48.8566,2.3522,2024-07-28 09:00:00+00:00,2024-08-08 17:00:00+00:00,4,8,12
Women's 400m Hurdles,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-04 12:35:00+02:00,2024-08-04 13:08:00+02:00,Stade de France,Women's 400m Hurdles Round 1,W,FINISHED,Sunday,0.55,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,4,8,12
Women's Road Race,cycling-road,Cycling Road,CRD,https://olympics.com/en/paris-2024/sports/cycling-road,Cycling Road,2024-08-04 14:00:00+02:00,2024-08-04 18:24:00+02:00,Trocadéro,Women's Road Race,W,FINISHED,Sunday,4.4,48.862,2.2876,2024-08-01 05:30:00+00:00,2024-08-07 08:50:00+00:00,4,8,14
Men's Rings,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics,Artistic Gymnastics,2024-08-04 15:00:00+02:00,2024-08-04 15:37:00+02:00,Bercy Arena,Men's Rings Final,M,FINISHED,Sunday,0.6166666666666667,48.8394,2.3791,2024-07-27 09:00:00+00:00,2024-08-11 16:00:00+00:00,4,8,15
Women's Uneven Bars,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics,Artistic Gymnastics,2024-08-04 15:40:00+02:00,2024-08-04 16:21:00+02:00,Bercy Arena,Women's Uneven Bars Final,W,FINISHED,Sunday,0.6833333333333333,48.8394,2.3791,2024-07-27 09:00:00+00:00,2024-08-11 16:00:00+00:00,4,8,15
Men's Vault,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics,Artistic Gymnastics,2024-08-04 16:24:00+02:00,2024-08-04 17:07:00+02:00,Bercy Arena,Men's Vault Final,M,FINISHED,Sunday,0.7166666666666667,48.8394,2.3791,2024-07-27 09:00:00+00:00,2024-08-11 16:00:00+00:00,4,8,16
Men's 400m,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-04 19:05:00+02:00,2024-08-04 19:41:00+02:00,Stade de France,Men's 400m Round 1,M,FINISHED,Sunday,0.6,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,4,8,19
Mixed Relay,triathlon,Triathlon,TRI,https://olympics.com/en/paris-2024/sports/triathlon,Triathlon,2024-08-05 08:00:00+02:00,2024-08-05 09:30:00+02:00,Pont Alexandre III,Mixed Relay,X,FINISHED,Monday,1.5,48.8638,2.3135,2024-07-30 06:00:00+00:00,2024-08-09 08:30:00+00:00,5,8,8
Men's Boulder & Lead,sport-climbing,Sport Climbing,CLB,https://olympics.com/en/paris-2024/sports/sport-climbing,Sport Climbing,2024-08-05 10:00:00+02:00,2024-08-05 12:17:00+02:00,Le Bourget Climbing Venue,Men's Boulder & Lead Semifinals,M,FINISHED,Monday,2.283333333333333,,,,,5,8,10
Women's 10m Platform,diving,Diving,DIV,https://olympics.com/en/paris-2024/sports/diving,Diving,2024-08-05 10:00:00+02:00,2024-08-05 12:13:00+02:00,Aquatics Centre,Women's 10m Platform Preliminary,W,FINISHED,Monday,2.216666666666667,48.9279,2.3619,2024-07-27 09:00:00+00:00,2024-08-10 20:00:00+00:00,5,8,10
Men's 400m Hurdles,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-05 10:05:00+02:00,2024-08-05 10:38:00+02:00,Stade de France,Men's 400m Hurdles Round 1,M,FINISHED,Monday,0.55,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,5,8,10
Men's Discus Throw,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-05 10:10:00+02:00,2024-08-05 11:06:00+02:00,Stade de France,Men's Discus Throw Qualification,M,FINISHED,Monday,0.9333333333333332,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,5,8,10
Women's Pole Vault,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-05 10:40:00+02:00,2024-08-05 13:00:00+02:00,Stade de France,Women's Pole Vault Qualification,W,FINISHED,Monday,2.333333333333333,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,5,8,10
Men's Parallel Bars,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics,Artistic Gymnastics,2024-08-05 11:45:00+02:00,2024-08-05 12:24:00+02:00,Bercy Arena,Men's Parallel Bars Final,M,FINISHED,Monday,0.65,48.8394,2.3791,2024-07-27 09:00:00+00:00,2024-08-11 16:00:00+00:00,5,8,11
Women's 400m,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-05 11:55:00+02:00,2024-08-05 12:36:00+02:00,Stade de France,Women's 400m Round 1,W,FINISHED,Monday,0.6833333333333333,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,5,8,11
Women's Balance Beam,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics,Artistic Gymnastics,2024-08-05 12:38:00+02:00,2024-08-05 13:19:00+02:00,Bercy Arena,Women's Balance Beam Final,W,FINISHED,Monday,0.6833333333333333,48.8394,2.3791,2024-07-27 09:00:00+00:00,2024-08-11 16:00:00+00:00,5,8,12
Women's Speed,sport-climbing,Sport Climbing,CLB,https://olympics.com/en/paris-2024/sports/sport-climbing,Sport Climbing,2024-08-05 13:00:00+02:00,2024-08-05 13:25:00+02:00,Le Bourget Climbing Venue,Women's Speed Qualification,W,FINISHED,Monday,0.4166666666666667,,,,,5,8,13
Men's Horizontal Bar,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics,Artistic Gymnastics,2024-08-05 13:33:00+02:00,2024-08-05 14:08:00+02:00,Bercy Arena,Men's Horizontal Bar Final,M,FINISHED,Monday,0.5833333333333334,48.8394,2.3791,2024-07-27 09:00:00+00:00,2024-08-11 16:00:00+00:00,5,8,13
Jumping Individual,equestrian,Equestrian,EQU,https://olympics.com/en/paris-2024/sports/equestrian,Equestrian,2024-08-05 14:00:00+02:00,2024-08-05 18:00:00+02:00,Château de Versailles,Jumping Individual Qualification,O,FINISHED,Monday,4.0,48.8049,2.1204,2024-07-27 07:30:00+00:00,2024-08-11 11:30:00+00:00,5,8,14
Women's Floor Exercise,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics,Artistic Gymnastics,2024-08-05 14:23:00+02:00,2024-08-05 15:03:00+02:00,Bercy Arena,Women's Floor Exercise Final,W,FINISHED,Monday,0.6666666666666666,48.8394,2.3791,2024-07-27 09:00:00+00:00,2024-08-11 16:00:00+00:00,5,8,14
Men's Greco-Roman 130kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-05 15:00:00+02:00,2024-08-05 15:07:00+02:00,Champ-de-Mars Arena,MGR 130kg 1/8 Finals,M,FINISHED,Monday,0.1166666666666666,,,,,5,8,15
Women's Freestyle 68kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-05 15:00:00+02:00,2024-08-05 15:07:00+02:00,Champ-de-Mars Arena,WFS 68kg 1/8 Finals,W,FINISHED,Monday,0.1166666666666666,,,,,5,8,15
Men's Greco-Roman 60kg,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Wrestling,2024-08-05 15:00:00+02:00,2024-08-05 15:07:00+02:00,Champ-de-Mars Arena,MGR 60kg Qualifications,M,FINISHED,Monday,0.1166666666666666,,,,,5,8,15
Women's Team Sprint,cycling-track,Cycling Track,CTR,https://olympics.com/en/paris-2024/sports/cycling-track,Cycling Track,2024-08-05 17:00:00+02:00,2024-08-05 17:27:00+02:00,National Velodrome,"Women's Team Sprint, Qualifying",W,FINISHED,Monday,0.45,,,,,5,8,17
Men's Team Pursuit,cycling-track,Cycling Track,CTR,https://olympics.com/en/paris-2024/sports/cycling-track,Cycling Track,2024-08-05 17:27:00+02:00,2024-08-05 18:55:00+02:00,National Velodrome,"Men's Team Pursuit, Qualifying",M,FINISHED,Monday,1.4666666666666666,,,,,5,8,17
Men's 3000m Steeplechase,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-05 19:04:00+02:00,2024-08-05 19:45:00+02:00,Stade de France,Men's 3000m Steeplechase Round 1,M,FINISHED,Monday,0.6833333333333333,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,5,8,19
Men's Team Sprint,cycling-track,Cycling Track,CTR,https://olympics.com/en/paris-2024/sports/cycling-track,Cycling Track,2024-08-05 19:09:00+02:00,2024-08-05 19:46:00+02:00,National Velodrome,"Men's Team Sprint, Qualifying",M,FINISHED,Monday,0.6166666666666667,,,,,5,8,19
Team,artistic-swimming,Artistic Swimming,SWA,https://olympics.com/en/paris-2024/sports/artistic-swimming,Artistic Swimming,2024-08-05 19:30:00+02:00,2024-08-05 20:43:00+02:00,Aquatics Centre,Team Final,O,FINISHED,Monday,1.2166666666666666,48.9279,2.3619,2024-07-27 09:00:00+00:00,2024-08-10 20:00:00+00:00,5,8,19
Men's 200m,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics,Athletics,2024-08-05 19:55:00+02:00,2024-08-05 20:31:00+02:00,Stade de France,Men's 200m Round 1,M,FINISHED,Monday,0.6,48.9244,2.3601,2024-07-24 13:30:00+00:00,2024-08-10 20:30:00+00:00,5,8,19
Men's Kayak Four 500m,canoe-kayak-flatwater,Canoe Sprint,CSP,https://olympics.com/en/paris-2024/sports/canoe-kayak-flatwater,Canoe Sprint,2024-08-06 09:30:00+02:00,2024-08-06 09:47:00+02:00,Nautical St - Flat water,Men's Kayak Four 500m Heats,M,FINISHED,Tuesday,0.2833333333333333,,,,,6,8,9
